City,Amman,Amman,Amman,Irbid,Irbid,Irbid,Zarqa,Zarqa,Zarqa
Pollutant,PM10,NO2,SO2,PM10,NO2,SO2,PM10,NO2,SO2
PM10,1.0,0.1886827319637793,0.446374225250724,1.0,0.35644386480670565,0.24090484503162576,1.0,0.07626553868108454,0.01979967956540279
NO2,0.1886827319637793,1.0,0.5257554534909215,0.35644386480670565,1.0,0.20653727396561797,0.07626553868108454,1.0,0.7160809543640801
SO2,0.446374225250724,0.5257554534909215,1.0,0.24090484503162576,0.20653727396561797,1.0,0.01979967956540279,0.7160809543640801,1.0
